,class_ids,classes,logistic,logits,probabilities
5017,[0],[b'0'],[0.],[-32909.652],[1. 0.]
5018,[0],[b'0'],[0.],[-29950.107],[1. 0.]
5019,[0],[b'0'],[0.],[-32964.105],[1. 0.]
5020,[0],[b'0'],[0.],[-31642.98],[1. 0.]
5021,[0],[b'0'],[0.],[-32376.865],[1. 0.]
5022,[0],[b'0'],[0.],[-32489.533],[1. 0.]
5023,[0],[b'0'],[0.],[-31312.738],[1. 0.]
5024,[0],[b'0'],[0.],[-32543.371],[1. 0.]
5025,[0],[b'0'],[0.],[-33289.12],[1. 0.]
5026,[0],[b'0'],[0.],[-32896.223],[1. 0.]
5027,[0],[b'0'],[0.],[-29838.932],[1. 0.]
5028,[0],[b'0'],[0.],[-32271.152],[1. 0.]
5029,[0],[b'0'],[0.],[-32361.232],[1. 0.]
5030,[0],[b'0'],[0.],[-32072.986],[1. 0.]
5031,[0],[b'0'],[0.],[-31541.5],[1. 0.]
5032,[0],[b'0'],[0.],[-32105.133],[1. 0.]
5033,[0],[b'0'],[0.],[-33748.504],[1. 0.]
5034,[0],[b'0'],[0.],[-29205.55],[1. 0.]
5035,[0],[b'0'],[0.],[-32789.547],[1. 0.]
5036,[0],[b'0'],[0.],[-30656.643],[1. 0.]
5037,[0],[b'0'],[0.],[-31739.998],[1. 0.]
5038,[0],[b'0'],[0.],[-32184.898],[1. 0.]
5039,[0],[b'0'],[0.],[-29716.514],[1. 0.]
5040,[0],[b'0'],[0.],[-30929.334],[1. 0.]
5041,[0],[b'0'],[0.],[-33903.996],[1. 0.]
5042,[0],[b'0'],[0.],[-31061.812],[1. 0.]
5043,[0],[b'0'],[0.],[-31348.354],[1. 0.]
5044,[0],[b'0'],[0.],[-34054.434],[1. 0.]
5045,[0],[b'0'],[0.],[-33209.26],[1. 0.]
5046,[0],[b'0'],[0.],[-30162.53],[1. 0.]
5047,[0],[b'0'],[0.],[-32646.498],[1. 0.]
5048,[0],[b'0'],[0.],[-31814.297],[1. 0.]
5049,[0],[b'0'],[0.],[-32002.82],[1. 0.]
5050,[0],[b'0'],[0.],[-31570.81],[1. 0.]
5051,[0],[b'0'],[0.],[-36365.387],[1. 0.]
5052,[0],[b'0'],[0.],[-28715.246],[1. 0.]
5053,[0],[b'0'],[0.],[-31145.094],[1. 0.]
5054,[0],[b'0'],[0.],[-32447.2],[1. 0.]
5055,[0],[b'0'],[0.],[-32128.197],[1. 0.]
5056,[0],[b'0'],[0.],[-33146.684],[1. 0.]
5057,[0],[b'0'],[0.],[-33755.95],[1. 0.]
5058,[0],[b'0'],[0.],[-30526.73],[1. 0.]
5059,[0],[b'0'],[0.],[-31824.953],[1. 0.]
5060,[0],[b'0'],[0.],[-32242.635],[1. 0.]
5061,[0],[b'0'],[0.],[-31273.035],[1. 0.]
5062,[0],[b'0'],[0.],[-33053.992],[1. 0.]
5063,[0],[b'0'],[0.],[-33206.832],[1. 0.]
5064,[0],[b'0'],[0.],[-31492.918],[1. 0.]
5065,[0],[b'0'],[0.],[-30595.24],[1. 0.]
5066,[0],[b'0'],[0.],[-32504.432],[1. 0.]
5067,[0],[b'0'],[0.],[-32370.299],[1. 0.]
5068,[0],[b'0'],[0.],[-32794.73],[1. 0.]
5069,[0],[b'0'],[0.],[-30347.992],[1. 0.]
5070,[0],[b'0'],[0.],[-29171.066],[1. 0.]
5071,[0],[b'0'],[0.],[-33227.85],[1. 0.]
5072,[0],[b'0'],[0.],[-31298.043],[1. 0.]
5073,[0],[b'0'],[0.],[-30231.496],[1. 0.]
5074,[0],[b'0'],[0.],[-32093.754],[1. 0.]
5075,[0],[b'0'],[0.],[-32516.008],[1. 0.]
5076,[0],[b'0'],[0.],[-32911.56],[1. 0.]
5077,[0],[b'0'],[0.],[-31883.77],[1. 0.]
5078,[0],[b'0'],[0.],[-30727.984],[1. 0.]
5079,[0],[b'0'],[0.],[-32125.512],[1. 0.]
5080,[0],[b'0'],[0.],[-32323.848],[1. 0.]
5081,[0],[b'0'],[0.],[-30920.402],[1. 0.]
5082,[0],[b'0'],[0.],[-36234.938],[1. 0.]
5083,[0],[b'0'],[0.],[-32047.775],[1. 0.]
5084,[0],[b'0'],[0.],[-30555.38],[1. 0.]
5085,[0],[b'0'],[0.],[-32524.756],[1. 0.]
5086,[0],[b'0'],[0.],[-35155.77],[1. 0.]
5087,[0],[b'0'],[0.],[-33720.5],[1. 0.]
5088,[0],[b'0'],[0.],[-31922.713],[1. 0.]
5089,[0],[b'0'],[0.],[-31694.963],[1. 0.]
5090,[0],[b'0'],[0.],[-33165.996],[1. 0.]
5091,[0],[b'0'],[0.],[-32308.018],[1. 0.]
5092,[0],[b'0'],[0.],[-32051.307],[1. 0.]
5093,[0],[b'0'],[0.],[-29857.836],[1. 0.]
5094,[0],[b'0'],[0.],[-29446.137],[1. 0.]
5095,[0],[b'0'],[0.],[-29545.088],[1. 0.]
5096,[0],[b'0'],[0.],[-32112.883],[1. 0.]
5097,[0],[b'0'],[0.],[-32323.725],[1. 0.]
5098,[0],[b'0'],[0.],[-34149.625],[1. 0.]
5099,[0],[b'0'],[0.],[-33574.824],[1. 0.]
5100,[0],[b'0'],[0.],[-29014.635],[1. 0.]
5101,[0],[b'0'],[0.],[-33734.754],[1. 0.]
5102,[0],[b'0'],[0.],[-30061.344],[1. 0.]
5103,[0],[b'0'],[0.],[-29831.537],[1. 0.]
5104,[0],[b'0'],[0.],[-32927.805],[1. 0.]
5105,[0],[b'0'],[0.],[-32097.617],[1. 0.]
5106,[0],[b'0'],[0.],[-30445.629],[1. 0.]
5107,[0],[b'0'],[0.],[-30237.418],[1. 0.]
5108,[0],[b'0'],[0.],[-33292.43],[1. 0.]
5109,[0],[b'0'],[0.],[-29094.922],[1. 0.]
5110,[0],[b'0'],[0.],[-33208.266],[1. 0.]
5111,[0],[b'0'],[0.],[-29121.877],[1. 0.]
5112,[0],[b'0'],[0.],[-33215.78],[1. 0.]
5113,[0],[b'0'],[0.],[-32428.258],[1. 0.]
5114,[0],[b'0'],[0.],[-28859.428],[1. 0.]
5115,[0],[b'0'],[0.],[-33471.168],[1. 0.]
5116,[0],[b'0'],[0.],[-33416.375],[1. 0.]
5117,[0],[b'0'],[0.],[-28520.059],[1. 0.]
5118,[0],[b'0'],[0.],[-28216.072],[1. 0.]
5119,[0],[b'0'],[0.],[-32298.174],[1. 0.]
5120,[0],[b'0'],[0.],[-30232.096],[1. 0.]
5121,[0],[b'0'],[0.],[-31050.133],[1. 0.]
5122,[0],[b'0'],[0.],[-31054.926],[1. 0.]
5123,[0],[b'0'],[0.],[-33403.797],[1. 0.]
5124,[0],[b'0'],[0.],[-34662.38],[1. 0.]
5125,[0],[b'0'],[0.],[-32051.387],[1. 0.]
5126,[0],[b'0'],[0.],[-32141.36],[1. 0.]
5127,[0],[b'0'],[0.],[-32540.498],[1. 0.]
5128,[0],[b'0'],[0.],[-32018.041],[1. 0.]
5129,[0],[b'0'],[0.],[-33485.52],[1. 0.]
5130,[0],[b'0'],[0.],[-27703.174],[1. 0.]
5131,[0],[b'0'],[0.],[-32357.861],[1. 0.]
5132,[0],[b'0'],[0.],[-32302.11],[1. 0.]
5133,[0],[b'0'],[0.],[-32838.4],[1. 0.]
5134,[0],[b'0'],[0.],[-32652.514],[1. 0.]
5135,[0],[b'0'],[0.],[-35021.438],[1. 0.]
5136,[0],[b'0'],[0.],[-33675.5],[1. 0.]
5137,[0],[b'0'],[0.],[-32315.73],[1. 0.]
5138,[0],[b'0'],[0.],[-33131.72],[1. 0.]
5139,[0],[b'0'],[0.],[-32737.8],[1. 0.]
5140,[0],[b'0'],[0.],[-30797.916],[1. 0.]
5141,[0],[b'0'],[0.],[-31277.922],[1. 0.]
5142,[0],[b'0'],[0.],[-29619.268],[1. 0.]
5143,[0],[b'0'],[0.],[-31754.24],[1. 0.]
5144,[0],[b'0'],[0.],[-32810.703],[1. 0.]
5145,[0],[b'0'],[0.],[-32122.97],[1. 0.]
5146,[0],[b'0'],[0.],[-33174.836],[1. 0.]
5147,[0],[b'0'],[0.],[-34468.56],[1. 0.]
5148,[0],[b'0'],[0.],[-30147.074],[1. 0.]
5149,[0],[b'0'],[0.],[-31013.033],[1. 0.]
5150,[0],[b'0'],[0.],[-30889.062],[1. 0.]
5151,[0],[b'0'],[0.],[-29997.57],[1. 0.]
5152,[0],[b'0'],[0.],[-30867.273],[1. 0.]
5153,[0],[b'0'],[0.],[-29267.627],[1. 0.]
5154,[0],[b'0'],[0.],[-33111.598],[1. 0.]
5155,[0],[b'0'],[0.],[-31719.05],[1. 0.]
5156,[0],[b'0'],[0.],[-33140.977],[1. 0.]
5157,[0],[b'0'],[0.],[-32330.285],[1. 0.]
5158,[0],[b'0'],[0.],[-32961.96],[1. 0.]
5159,[0],[b'0'],[0.],[-32710.643],[1. 0.]
5160,[0],[b'0'],[0.],[-32958.41],[1. 0.]
5161,[0],[b'0'],[0.],[-29279.709],[1. 0.]
5162,[0],[b'0'],[0.],[-32230.072],[1. 0.]
5163,[0],[b'0'],[0.],[-32101.465],[1. 0.]
5164,[0],[b'0'],[0.],[-30054.703],[1. 0.]
5165,[1],[b'1'],[1.],[7529.654],[0. 1.]
5166,[0],[b'0'],[0.],[-31660.068],[1. 0.]
5167,[0],[b'0'],[0.],[-32931.547],[1. 0.]
5168,[0],[b'0'],[0.],[-30017.146],[1. 0.]
5169,[0],[b'0'],[0.],[-31987.63],[1. 0.]
5170,[0],[b'0'],[0.],[-32833.21],[1. 0.]
5171,[0],[b'0'],[0.],[-34896.547],[1. 0.]
5172,[0],[b'0'],[0.],[-31583.406],[1. 0.]
5173,[0],[b'0'],[0.],[-33014.395],[1. 0.]
5174,[0],[b'0'],[0.],[-31702.756],[1. 0.]
5175,[0],[b'0'],[0.],[-32225.516],[1. 0.]
5176,[0],[b'0'],[0.],[-34832.547],[1. 0.]
5177,[0],[b'0'],[0.],[-32371.268],[1. 0.]
5178,[0],[b'0'],[0.],[-31699.441],[1. 0.]
5179,[1],[b'1'],[1.],[4977.0093],[0. 1.]
5180,[0],[b'0'],[0.],[-30004.984],[1. 0.]
5181,[1],[b'1'],[1.],[8166.136],[0. 1.]
5182,[0],[b'0'],[0.],[-33801.74],[1. 0.]
5183,[0],[b'0'],[0.],[-30458.81],[1. 0.]
5184,[0],[b'0'],[0.],[-28187.87],[1. 0.]
5185,[0],[b'0'],[0.],[-30544.56],[1. 0.]
5186,[0],[b'0'],[0.],[-31489.014],[1. 0.]
5187,[0],[b'0'],[0.],[-32097.607],[1. 0.]
5188,[0],[b'0'],[0.],[-28692.363],[1. 0.]
5189,[0],[b'0'],[0.],[-31781.89],[1. 0.]
5190,[0],[b'0'],[0.],[-30156.973],[1. 0.]
5191,[0],[b'0'],[0.],[-29776.498],[1. 0.]
5192,[0],[b'0'],[0.],[-32509.182],[1. 0.]
5193,[0],[b'0'],[0.],[-28502.479],[1. 0.]
5194,[0],[b'0'],[0.],[-31559.867],[1. 0.]
5195,[0],[b'0'],[0.],[-32467.66],[1. 0.]
5196,[1],[b'1'],[1.],[7015.267],[0. 1.]
5197,[0],[b'0'],[0.],[-34849.836],[1. 0.]
5198,[0],[b'0'],[0.],[-29963.549],[1. 0.]
5199,[0],[b'0'],[0.],[-32136.783],[1. 0.]
5200,[0],[b'0'],[0.],[-31326.139],[1. 0.]
5201,[0],[b'0'],[0.],[-30158.92],[1. 0.]
5202,[0],[b'0'],[0.],[-33374.22],[1. 0.]
5203,[0],[b'0'],[0.],[-32485.807],[1. 0.]
5204,[0],[b'0'],[0.],[-33723.785],[1. 0.]
5205,[0],[b'0'],[0.],[-30541.697],[1. 0.]
5206,[0],[b'0'],[0.],[-31797.91],[1. 0.]
5207,[0],[b'0'],[0.],[-31670.24],[1. 0.]
5208,[0],[b'0'],[0.],[-32157.53],[1. 0.]
5209,[0],[b'0'],[0.],[-32997.273],[1. 0.]
5210,[0],[b'0'],[0.],[-32248.54],[1. 0.]
5211,[0],[b'0'],[0.],[-32417.303],[1. 0.]
5212,[0],[b'0'],[0.],[-32141.332],[1. 0.]
5213,[0],[b'0'],[0.],[-33108.902],[1. 0.]
5214,[0],[b'0'],[0.],[-31581.914],[1. 0.]
5215,[0],[b'0'],[0.],[-29668.406],[1. 0.]
5216,[0],[b'0'],[0.],[-29433.613],[1. 0.]
5217,[0],[b'0'],[0.],[-33863.652],[1. 0.]
5218,[0],[b'0'],[0.],[-28826.293],[1. 0.]
5219,[0],[b'0'],[0.],[-30255.385],[1. 0.]
5220,[0],[b'0'],[0.],[-32722.436],[1. 0.]
5221,[0],[b'0'],[0.],[-32606.572],[1. 0.]
5222,[0],[b'0'],[0.],[-32858.457],[1. 0.]
5223,[0],[b'0'],[0.],[-29744.836],[1. 0.]
5224,[0],[b'0'],[0.],[-31311.076],[1. 0.]
5225,[0],[b'0'],[0.],[-32392.896],[1. 0.]
5226,[0],[b'0'],[0.],[-31743.102],[1. 0.]
5227,[0],[b'0'],[0.],[-29316.543],[1. 0.]
5228,[0],[b'0'],[0.],[-32625.916],[1. 0.]
5229,[0],[b'0'],[0.],[-33611.625],[1. 0.]
5230,[0],[b'0'],[0.],[-32064.186],[1. 0.]
5231,[0],[b'0'],[0.],[-31537.871],[1. 0.]
5232,[0],[b'0'],[0.],[-33129.793],[1. 0.]
5233,[0],[b'0'],[0.],[-31561.72],[1. 0.]
5234,[0],[b'0'],[0.],[-31299.982],[1. 0.]
5235,[0],[b'0'],[0.],[-28926.014],[1. 0.]
5236,[0],[b'0'],[0.],[-32567.74],[1. 0.]
5237,[0],[b'0'],[0.],[-29781.55],[1. 0.]
5238,[0],[b'0'],[0.],[-31238.887],[1. 0.]
5239,[0],[b'0'],[0.],[-29037.998],[1. 0.]
5240,[0],[b'0'],[0.],[-32263.521],[1. 0.]
5241,[0],[b'0'],[0.],[-36416.78],[1. 0.]
5242,[0],[b'0'],[0.],[-30356.947],[1. 0.]
5243,[0],[b'0'],[0.],[-29759.3],[1. 0.]
5244,[0],[b'0'],[0.],[-30228.648],[1. 0.]
5245,[0],[b'0'],[0.],[-32548.787],[1. 0.]
5246,[0],[b'0'],[0.],[-33125.723],[1. 0.]
5247,[0],[b'0'],[0.],[-30674.002],[1. 0.]
5248,[0],[b'0'],[0.],[-32154.236],[1. 0.]
5249,[0],[b'0'],[0.],[-32994.176],[1. 0.]
5250,[0],[b'0'],[0.],[-31054.87],[1. 0.]
5251,[0],[b'0'],[0.],[-31097.174],[1. 0.]
5252,[0],[b'0'],[0.],[-33491.516],[1. 0.]
5253,[0],[b'0'],[0.],[-38161.438],[1. 0.]
5254,[0],[b'0'],[0.],[-33193.656],[1. 0.]
5255,[0],[b'0'],[0.],[-32738.88],[1. 0.]
5256,[0],[b'0'],[0.],[-33096.535],[1. 0.]
5257,[0],[b'0'],[0.],[-31914.744],[1. 0.]
5258,[0],[b'0'],[0.],[-30655.69],[1. 0.]
5259,[0],[b'0'],[0.],[-31303.252],[1. 0.]
5260,[0],[b'0'],[0.],[-30947.31],[1. 0.]
5261,[0],[b'0'],[0.],[-33056.56],[1. 0.]
5262,[0],[b'0'],[0.],[-30859.746],[1. 0.]
5263,[0],[b'0'],[0.],[-32486.812],[1. 0.]
5264,[0],[b'0'],[0.],[-31363.361],[1. 0.]
5265,[0],[b'0'],[0.],[-32212.588],[1. 0.]
5266,[0],[b'0'],[0.],[-33074.72],[1. 0.]
5267,[0],[b'0'],[0.],[-31232.996],[1. 0.]
5268,[0],[b'0'],[0.],[-31848.771],[1. 0.]
5269,[0],[b'0'],[0.],[-33108.23],[1. 0.]
5270,[0],[b'0'],[0.],[-31711.55],[1. 0.]
5271,[0],[b'0'],[0.],[-31279.957],[1. 0.]
5272,[0],[b'0'],[0.],[-31884.93],[1. 0.]
5273,[0],[b'0'],[0.],[-32752.482],[1. 0.]
5274,[0],[b'0'],[0.],[-33984.973],[1. 0.]
5275,[0],[b'0'],[0.],[-29884.135],[1. 0.]
5276,[0],[b'0'],[0.],[-30419.133],[1. 0.]
5277,[0],[b'0'],[0.],[-32509.998],[1. 0.]
5278,[0],[b'0'],[0.],[-31170.662],[1. 0.]
5279,[0],[b'0'],[0.],[-34642.17],[1. 0.]
5280,[0],[b'0'],[0.],[-32164.365],[1. 0.]
5281,[0],[b'0'],[0.],[-29565.46],[1. 0.]
5282,[0],[b'0'],[0.],[-34221.633],[1. 0.]
5283,[0],[b'0'],[0.],[-30788.602],[1. 0.]
5284,[0],[b'0'],[0.],[-32570.082],[1. 0.]
5285,[0],[b'0'],[0.],[-32556.385],[1. 0.]
5286,[0],[b'0'],[0.],[-31365.863],[1. 0.]
5287,[0],[b'0'],[0.],[-31958.246],[1. 0.]
5288,[0],[b'0'],[0.],[-32917.01],[1. 0.]
5289,[0],[b'0'],[0.],[-33408.72],[1. 0.]
5290,[0],[b'0'],[0.],[-36206.945],[1. 0.]
5291,[0],[b'0'],[0.],[-29694.094],[1. 0.]
5292,[0],[b'0'],[0.],[-32569.262],[1. 0.]
5293,[0],[b'0'],[0.],[-31365.59],[1. 0.]
5294,[0],[b'0'],[0.],[-30264.12],[1. 0.]
5295,[0],[b'0'],[0.],[-30446.568],[1. 0.]
5296,[0],[b'0'],[0.],[-36351.39],[1. 0.]
5297,[0],[b'0'],[0.],[-33287.246],[1. 0.]
5298,[0],[b'0'],[0.],[-34099.254],[1. 0.]
5299,[0],[b'0'],[0.],[-31855.32],[1. 0.]
5300,[0],[b'0'],[0.],[-31965.111],[1. 0.]
5301,[0],[b'0'],[0.],[-28604.127],[1. 0.]
5302,[0],[b'0'],[0.],[-31037.082],[1. 0.]
5303,[0],[b'0'],[0.],[-33316.86],[1. 0.]
5304,[0],[b'0'],[0.],[-30503.943],[1. 0.]
5305,[0],[b'0'],[0.],[-32589.46],[1. 0.]
5306,[0],[b'0'],[0.],[-33781.664],[1. 0.]
5307,[0],[b'0'],[0.],[-30980.615],[1. 0.]
5308,[0],[b'0'],[0.],[-31643.084],[1. 0.]
5309,[0],[b'0'],[0.],[-30603.502],[1. 0.]
5310,[0],[b'0'],[0.],[-31845.922],[1. 0.]
5311,[0],[b'0'],[0.],[-28364.021],[1. 0.]
5312,[0],[b'0'],[0.],[-31972.705],[1. 0.]
5313,[0],[b'0'],[0.],[-31080.254],[1. 0.]
5314,[0],[b'0'],[0.],[-31314.47],[1. 0.]
5315,[0],[b'0'],[0.],[-32449.957],[1. 0.]
5316,[0],[b'0'],[0.],[-37209.156],[1. 0.]
5317,[0],[b'0'],[0.],[-32182.607],[1. 0.]
5318,[0],[b'0'],[0.],[-31692.697],[1. 0.]
5319,[0],[b'0'],[0.],[-31156.582],[1. 0.]
5320,[0],[b'0'],[0.],[-31359.271],[1. 0.]
5321,[0],[b'0'],[0.],[-31987.477],[1. 0.]
5322,[0],[b'0'],[0.],[-29566.902],[1. 0.]
5323,[0],[b'0'],[0.],[-30543.967],[1. 0.]
5324,[0],[b'0'],[0.],[-30389.988],[1. 0.]
5325,[0],[b'0'],[0.],[-32963.066],[1. 0.]
5326,[0],[b'0'],[0.],[-33482.848],[1. 0.]
5327,[0],[b'0'],[0.],[-36085.406],[1. 0.]
5328,[0],[b'0'],[0.],[-31959.88],[1. 0.]
5329,[0],[b'0'],[0.],[-32387.154],[1. 0.]
5330,[0],[b'0'],[0.],[-31195.578],[1. 0.]
5331,[0],[b'0'],[0.],[-32367.05],[1. 0.]
5332,[0],[b'0'],[0.],[-32322.645],[1. 0.]
5333,[0],[b'0'],[0.],[-35118.76],[1. 0.]
5334,[0],[b'0'],[0.],[-33237.92],[1. 0.]
5335,[0],[b'0'],[0.],[-29275.637],[1. 0.]
5336,[0],[b'0'],[0.],[-32139.465],[1. 0.]
5337,[0],[b'0'],[0.],[-31871.473],[1. 0.]
5338,[0],[b'0'],[0.],[-34129.754],[1. 0.]
5339,[0],[b'0'],[0.],[-29487.121],[1. 0.]
5340,[0],[b'0'],[0.],[-32073.213],[1. 0.]
5341,[0],[b'0'],[0.],[-32739.676],[1. 0.]
5342,[0],[b'0'],[0.],[-33248.402],[1. 0.]
5343,[0],[b'0'],[0.],[-38651.934],[1. 0.]
5344,[0],[b'0'],[0.],[-34576.996],[1. 0.]
5345,[0],[b'0'],[0.],[-32796.242],[1. 0.]
5346,[0],[b'0'],[0.],[-32235.127],[1. 0.]
5347,[0],[b'0'],[0.],[-29968.201],[1. 0.]
5348,[0],[b'0'],[0.],[-29370.184],[1. 0.]
5349,[0],[b'0'],[0.],[-32007.43],[1. 0.]
5350,[0],[b'0'],[0.],[-31665.797],[1. 0.]
5351,[0],[b'0'],[0.],[-30356.613],[1. 0.]
5352,[0],[b'0'],[0.],[-31002.57],[1. 0.]
5353,[0],[b'0'],[0.],[-32302.34],[1. 0.]
5354,[0],[b'0'],[0.],[-31930.969],[1. 0.]
5355,[0],[b'0'],[0.],[-31851.916],[1. 0.]
5356,[0],[b'0'],[0.],[-33072.75],[1. 0.]
5357,[0],[b'0'],[0.],[-30496.658],[1. 0.]
5358,[0],[b'0'],[0.],[-31887.98],[1. 0.]
5359,[0],[b'0'],[0.],[-32063.908],[1. 0.]
5360,[0],[b'0'],[0.],[-32696.74],[1. 0.]
5361,[0],[b'0'],[0.],[-32951.41],[1. 0.]
5362,[0],[b'0'],[0.],[-30744.205],[1. 0.]
5363,[0],[b'0'],[0.],[-31710.404],[1. 0.]
5364,[0],[b'0'],[0.],[-31930.488],[1. 0.]
5365,[0],[b'0'],[0.],[-29072.219],[1. 0.]
5366,[0],[b'0'],[0.],[-32670.014],[1. 0.]
5367,[0],[b'0'],[0.],[-31192.549],[1. 0.]
5368,[0],[b'0'],[0.],[-30377.701],[1. 0.]
5369,[0],[b'0'],[0.],[-31559.78],[1. 0.]
5370,[0],[b'0'],[0.],[-30021.549],[1. 0.]
5371,[0],[b'0'],[0.],[-30983.754],[1. 0.]
5372,[0],[b'0'],[0.],[-32308.762],[1. 0.]
5373,[0],[b'0'],[0.],[-32398.986],[1. 0.]
5374,[0],[b'0'],[0.],[-30253.545],[1. 0.]
5375,[0],[b'0'],[0.],[-30695.566],[1. 0.]
5376,[0],[b'0'],[0.],[-32791.008],[1. 0.]
5377,[0],[b'0'],[0.],[-29427.412],[1. 0.]
5378,[0],[b'0'],[0.],[-33064.125],[1. 0.]
5379,[0],[b'0'],[0.],[-31974.352],[1. 0.]
5380,[0],[b'0'],[0.],[-32391.047],[1. 0.]
5381,[0],[b'0'],[0.],[-32706.783],[1. 0.]
5382,[1],[b'1'],[1.],[8482.633],[0. 1.]
5383,[0],[b'0'],[0.],[-32143.178],[1. 0.]
5384,[0],[b'0'],[0.],[-31914.107],[1. 0.]
5385,[1],[b'1'],[1.],[6896.806],[0. 1.]
5386,[0],[b'0'],[0.],[-32296.059],[1. 0.]
5387,[0],[b'0'],[0.],[-30502.543],[1. 0.]
5388,[0],[b'0'],[0.],[-31628.463],[1. 0.]
5389,[0],[b'0'],[0.],[-33107.598],[1. 0.]
5390,[0],[b'0'],[0.],[-33300.094],[1. 0.]
5391,[0],[b'0'],[0.],[-33770.547],[1. 0.]
5392,[0],[b'0'],[0.],[-31665.021],[1. 0.]
5393,[0],[b'0'],[0.],[-31850.082],[1. 0.]
5394,[0],[b'0'],[0.],[-34071.707],[1. 0.]
5395,[0],[b'0'],[0.],[-32725.027],[1. 0.]
5396,[0],[b'0'],[0.],[-32155.041],[1. 0.]
5397,[0],[b'0'],[0.],[-29788.781],[1. 0.]
5398,[0],[b'0'],[0.],[-31857.86],[1. 0.]
5399,[0],[b'0'],[0.],[-30038.467],[1. 0.]
5400,[0],[b'0'],[0.],[-29946.738],[1. 0.]
5401,[0],[b'0'],[0.],[-32014.477],[1. 0.]
5402,[0],[b'0'],[0.],[-29794.502],[1. 0.]
5403,[0],[b'0'],[0.],[-30000.766],[1. 0.]
5404,[0],[b'0'],[0.],[-31066.475],[1. 0.]
5405,[0],[b'0'],[0.],[-33863.207],[1. 0.]
5406,[0],[b'0'],[0.],[-31145.346],[1. 0.]
5407,[0],[b'0'],[0.],[-31953.785],[1. 0.]
5408,[0],[b'0'],[0.],[-34704.766],[1. 0.]
5409,[0],[b'0'],[0.],[-34615.76],[1. 0.]
5410,[0],[b'0'],[0.],[-33100.582],[1. 0.]
5411,[0],[b'0'],[0.],[-37715.297],[1. 0.]
5412,[0],[b'0'],[0.],[-33772.06],[1. 0.]
5413,[0],[b'0'],[0.],[-34529.406],[1. 0.]
5414,[0],[b'0'],[0.],[-28957.037],[1. 0.]
5415,[0],[b'0'],[0.],[-32486.328],[1. 0.]
5416,[0],[b'0'],[0.],[-32708.63],[1. 0.]
5417,[0],[b'0'],[0.],[-31852.904],[1. 0.]
5418,[0],[b'0'],[0.],[-32746.17],[1. 0.]
5419,[0],[b'0'],[0.],[-32812.9],[1. 0.]
5420,[0],[b'0'],[0.],[-33938.133],[1. 0.]
5421,[0],[b'0'],[0.],[-32543.709],[1. 0.]
5422,[0],[b'0'],[0.],[-33261.52],[1. 0.]
5423,[0],[b'0'],[0.],[-30303.848],[1. 0.]
5424,[0],[b'0'],[0.],[-29267.047],[1. 0.]
5425,[0],[b'0'],[0.],[-32368.771],[1. 0.]
5426,[0],[b'0'],[0.],[-32471.5],[1. 0.]
5427,[0],[b'0'],[0.],[-31524.75],[1. 0.]
5428,[0],[b'0'],[0.],[-32580.477],[1. 0.]
5429,[0],[b'0'],[0.],[-32779.04],[1. 0.]
5430,[0],[b'0'],[0.],[-30297.482],[1. 0.]
5431,[0],[b'0'],[0.],[-30055.27],[1. 0.]
5432,[0],[b'0'],[0.],[-31376.717],[1. 0.]
5433,[0],[b'0'],[0.],[-32171.652],[1. 0.]
5434,[0],[b'0'],[0.],[-32543.254],[1. 0.]
5435,[0],[b'0'],[0.],[-29933.041],[1. 0.]
5436,[0],[b'0'],[0.],[-32977.844],[1. 0.]
5437,[0],[b'0'],[0.],[-32032.006],[1. 0.]
5438,[0],[b'0'],[0.],[-29778.273],[1. 0.]
5439,[0],[b'0'],[0.],[-30192.229],[1. 0.]
5440,[0],[b'0'],[0.],[-32440.934],[1. 0.]
5441,[0],[b'0'],[0.],[-32207.162],[1. 0.]
5442,[0],[b'0'],[0.],[-32343.998],[1. 0.]
5443,[0],[b'0'],[0.],[-33217.844],[1. 0.]
5444,[0],[b'0'],[0.],[-27736.014],[1. 0.]
5445,[0],[b'0'],[0.],[-29216.69],[1. 0.]
5446,[0],[b'0'],[0.],[-32157.94],[1. 0.]
5447,[0],[b'0'],[0.],[-32016.045],[1. 0.]
5448,[1],[b'1'],[1.],[6835.7026],[0. 1.]
5449,[0],[b'0'],[0.],[-33063.523],[1. 0.]
5450,[0],[b'0'],[0.],[-31505.613],[1. 0.]
5451,[0],[b'0'],[0.],[-29356.74],[1. 0.]
5452,[0],[b'0'],[0.],[-32213.234],[1. 0.]
5453,[0],[b'0'],[0.],[-30723.373],[1. 0.]
5454,[0],[b'0'],[0.],[-33675.406],[1. 0.]
5455,[0],[b'0'],[0.],[-32495.867],[1. 0.]
5456,[0],[b'0'],[0.],[-32207.498],[1. 0.]
5457,[0],[b'0'],[0.],[-34118.24],[1. 0.]
5458,[0],[b'0'],[0.],[-33029.883],[1. 0.]
5459,[0],[b'0'],[0.],[-32479.777],[1. 0.]
5460,[0],[b'0'],[0.],[-30996.854],[1. 0.]
5461,[0],[b'0'],[0.],[-32427.852],[1. 0.]
5462,[0],[b'0'],[0.],[-31939.95],[1. 0.]
5463,[1],[b'1'],[1.],[8462.492],[0. 1.]
5464,[0],[b'0'],[0.],[-33684.22],[1. 0.]
5465,[0],[b'0'],[0.],[-32359.037],[1. 0.]
5466,[0],[b'0'],[0.],[-31619.574],[1. 0.]
5467,[0],[b'0'],[0.],[-33151.93],[1. 0.]
